Competition,Week,Game Start Time,Division,Court,Team 1,Team 2,Duty Team,Game End Time,Event Title,Start Date,End Date,Google Calendar URL
SML4,3,8:00 pm,B2,5,Step-Libro,Spike Wazowski,Vertically Challenged C,9:00 pm,Step-Libro vs. Spike Wazowski (Duty: Vertically Challenged C),20250517T200000,20250517T210000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Step-Libro vs. Spike Wazowski (Duty: Vertically Challenged C)&dates=20250517T200000/20250517T210000
SML4,3,8:00 pm,C,1,Plant the Spike,Jerrys Goons,Selective Supremacy,9:00 pm,Plant the Spike vs. Jerrys Goons (Duty: Selective Supremacy),20250517T200000,20250517T210000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Plant the Spike vs. Jerrys Goons (Duty: Selective Supremacy)&dates=20250517T200000/20250517T210000
SML4,4,5:00 pm,B2,3,VolleyBawlers,Plant the Spike,Step-Libro,6:00 pm,VolleyBawlers vs. Plant the Spike (Duty: Step-Libro),20250524T170000,20250524T180000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=VolleyBawlers vs. Plant the Spike (Duty: Step-Libro)&dates=20250524T170000/20250524T180000
SML4,4,6:00 pm,B2,0,Sparrowbears,Mr Zengs Lanzhou Volleyball,Plant the Spike,7:00 pm,Sparrowbears vs. Mr Zengs Lanzhou Volleyball (Duty: Plant the Spike),20250524T180000,20250524T190000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Sparrowbears vs. Mr Zengs Lanzhou Volleyball (Duty: Plant the Spike)&dates=20250524T180000/20250524T190000
SML4,4,6:00 pm,B2,3,Jerrys Goons,Step-Libro,VolleyBawlers,7:00 pm,Jerrys Goons vs. Step-Libro (Duty: VolleyBawlers),20250524T180000,20250524T190000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Jerrys Goons vs. Step-Libro (Duty: VolleyBawlers)&dates=20250524T180000/20250524T190000
SML4,4,6:00 pm,C,1,Vertically Challenged C,Soft Serve,The Breakfast Club,7:00 pm,Vertically Challenged C vs. Soft Serve (Duty: The Breakfast Club),20250524T180000,20250524T190000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Vertically Challenged C vs. Soft Serve (Duty: The Breakfast Club)&dates=20250524T180000/20250524T190000
SML4,4,7:00 pm,B1,0,Froggers,Norths,Pancakes,8:00 pm,Froggers vs. Norths (Duty: Pancakes),20250524T190000,20250524T200000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Froggers vs. Norths (Duty: Pancakes)&dates=20250524T190000/20250524T200000
SML4,4,7:00 pm,C,1,Selective Supremacy,The Breakfast Club,Soft Serve,8:00 pm,Selective Supremacy vs. The Breakfast Club (Duty: Soft Serve),20250524T190000,20250524T200000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Selective Supremacy vs. The Breakfast Club (Duty: Soft Serve)&dates=20250524T190000/20250524T200000
SML4,4,8:00 pm,B1,0,Pancakes,Team Name,Norths,9:00 pm,Pancakes vs. Team Name (Duty: Norths),20250524T200000,20250524T210000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Pancakes vs. Team Name (Duty: Norths)&dates=20250524T200000/20250524T210000
SML4,4,8:00 pm,B2,5,Spike Wazowski,Vertically Challenged B,Froggers,9:00 pm,Spike Wazowski vs. Vertically Challenged B (Duty: Froggers),20250524T200000,20250524T210000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Spike Wazowski vs. Vertically Challenged B (Duty: Froggers)&dates=20250524T200000/20250524T210000
SML4,4,8:00 pm,C,1,Xiangxia Sitters,Nathan's Angels,Selective Supremacy,9:00 pm,Xiangxia Sitters vs. Nathan's Angels (Duty: Selective Supremacy),20250524T200000,20250524T210000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Xiangxia Sitters vs. Nathan's Angels (Duty: Selective Supremacy)&dates=20250524T200000/20250524T210000
SML4,5,5:00 pm,B2,3,Step-Libro,Vertically Challenged B,Xiangxia Sitters,6:00 pm,Step-Libro vs. Vertically Challenged B (Duty: Xiangxia Sitters),20250531T170000,20250531T180000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Step-Libro vs. Vertically Challenged B (Duty: Xiangxia Sitters)&dates=20250531T170000/20250531T180000
SML4,5,6:00 pm,B2,0,Norths,Team Name,Step-Libro,7:00 pm,Norths vs. Team Name (Duty: Step-Libro),20250531T180000,20250531T190000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Norths vs. Team Name (Duty: Step-Libro)&dates=20250531T180000/20250531T190000
SML4,5,6:00 pm,B2,3,VolleyBawlers,Jerrys Goons,Vertically Challenged B,7:00 pm,VolleyBawlers vs. Jerrys Goons (Duty: Vertically Challenged B),20250531T180000,20250531T190000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=VolleyBawlers vs. Jerrys Goons (Duty: Vertically Challenged B)&dates=20250531T180000/20250531T190000
SML4,5,6:00 pm,C,1,Xiangxia Sitters,Vertically Challenged C,The Breakfast Club,7:00 pm,Xiangxia Sitters vs. Vertically Challenged C (Duty: The Breakfast Club),20250531T180000,20250531T190000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Xiangxia Sitters vs. Vertically Challenged C (Duty: The Breakfast Club)&dates=20250531T180000/20250531T190000
SML4,5,7:00 pm,B1,0,Sparrowbears,Pancakes,Mr Zengs Lanzhou Volleyball,8:00 pm,Sparrowbears vs. Pancakes (Duty: Mr Zengs Lanzhou Volleyball),20250531T190000,20250531T200000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Sparrowbears vs. Pancakes (Duty: Mr Zengs Lanzhou Volleyball)&dates=20250531T190000/20250531T200000
SML4,5,7:00 pm,C,1,Soft Serve,The Breakfast Club,Nathan's Angels,8:00 pm,Soft Serve vs. The Breakfast Club (Duty: Nathan's Angels),20250531T190000,20250531T200000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Soft Serve vs. The Breakfast Club (Duty: Nathan's Angels)&dates=20250531T190000/20250531T200000
SML4,5,8:00 pm,B1,0,Mr Zengs Lanzhou Volleyball,Froggers,Sparrowbears,9:00 pm,Mr Zengs Lanzhou Volleyball vs. Froggers (Duty: Sparrowbears),20250531T200000,20250531T210000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Mr Zengs Lanzhou Volleyball vs. Froggers (Duty: Sparrowbears)&dates=20250531T200000/20250531T210000
SML4,5,8:00 pm,B1,5,Plant the Spike,Spike Wazowski,Pancakes,9:00 pm,Plant the Spike vs. Spike Wazowski (Duty: Pancakes),20250531T200000,20250531T210000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Plant the Spike vs. Spike Wazowski (Duty: Pancakes)&dates=20250531T200000/20250531T210000
SML4,5,8:00 pm,C,1,Nathan's Angels,Selective Supremacy,Soft Serve,9:00 pm,Nathan's Angels vs. Selective Supremacy (Duty: Soft Serve),20250531T200000,20250531T210000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Nathan's Angels vs. Selective Supremacy (Duty: Soft Serve)&dates=20250531T200000/20250531T210000
SML4,6,5:00 pm,B2,4,Spike Wazowski,VolleyBawlers,Jerrys Goons,6:00 pm,Spike Wazowski vs. VolleyBawlers (Duty: Jerrys Goons),20250607T170000,20250607T180000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Spike Wazowski vs. VolleyBawlers (Duty: Jerrys Goons)&dates=20250607T170000/20250607T180000
SML4,6,6:00 pm,B1,1,Sparrowbears,Mr Zengs Lanzhou Volleyball,Froggers,7:00 pm,Sparrowbears vs. Mr Zengs Lanzhou Volleyball (Duty: Froggers),20250607T180000,20250607T190000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Sparrowbears vs. Mr Zengs Lanzhou Volleyball (Duty: Froggers)&dates=20250607T180000/20250607T190000
SML4,6,6:00 pm,B2,4,Plant the Spike,Jerrys Goons,VolleyBawlers,7:00 pm,Plant the Spike vs. Jerrys Goons (Duty: VolleyBawlers),20250607T180000,20250607T190000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Plant the Spike vs. Jerrys Goons (Duty: VolleyBawlers)&dates=20250607T180000/20250607T190000
SML4,6,6:00 pm,C,2,Xiangxia Sitters,Vertically Challenged C,Spike Wazowski,7:00 pm,Xiangxia Sitters vs. Vertically Challenged C (Duty: Spike Wazowski),20250607T180000,20250607T190000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Xiangxia Sitters vs. Vertically Challenged C (Duty: Spike Wazowski)&dates=20250607T180000/20250607T190000
SML4,6,7:00 pm,B1,1,Norths,Froggers,Mr Zengs Lanzhou Volleyball,8:00 pm,Norths vs. Froggers (Duty: Mr Zengs Lanzhou Volleyball),20250607T190000,20250607T200000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Norths vs. Froggers (Duty: Mr Zengs Lanzhou Volleyball)&dates=20250607T190000/20250607T200000
SML4,6,7:00 pm,C,2,Nathan's Angels,Selective Supremacy,Xiangxia Sitters,8:00 pm,Nathan's Angels vs. Selective Supremacy (Duty: Xiangxia Sitters),20250607T190000,20250607T200000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Nathan's Angels vs. Selective Supremacy (Duty: Xiangxia Sitters)&dates=20250607T190000/20250607T200000
SML4,6,8:00 pm,B1,1,Team Name,Pancakes,Norths,9:00 pm,Team Name vs. Pancakes (Duty: Norths),20250607T200000,20250607T210000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Team Name vs. Pancakes (Duty: Norths)&dates=20250607T200000/20250607T210000
SML4,6,8:00 pm,B2,6,Step-Libro,Vertically Challenged B,Selective Supremacy,9:00 pm,Step-Libro vs. Vertically Challenged B (Duty: Selective Supremacy),20250607T200000,20250607T210000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Step-Libro vs. Vertically Challenged B (Duty: Selective Supremacy)&dates=20250607T200000/20250607T210000
SML4,6,8:00 pm,C,2,Soft Serve,The Breakfast Club,Nathan's Angels,9:00 pm,Soft Serve vs. The Breakfast Club (Duty: Nathan's Angels),20250607T200000,20250607T210000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Soft Serve vs. The Breakfast Club (Duty: Nathan's Angels)&dates=20250607T200000/20250607T210000
SML4,7,5:00 pm,B2,4,Jerrys Goons,Step-Libro,Vertically Challenged B,6:00 pm,Jerrys Goons vs. Step-Libro (Duty: Vertically Challenged B),20250614T170000,20250614T180000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Jerrys Goons vs. Step-Libro (Duty: Vertically Challenged B)&dates=20250614T170000/20250614T180000
SML4,7,6:00 pm,B1,1,Froggers,Mr Zengs Lanzhou Volleyball,Jerrys Goons,7:00 pm,Froggers vs. Mr Zengs Lanzhou Volleyball (Duty: Jerrys Goons),20250614T180000,20250614T190000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Froggers vs. Mr Zengs Lanzhou Volleyball (Duty: Jerrys Goons)&dates=20250614T180000/20250614T190000
SML4,7,6:00 pm,B2,2,Plant the Spike,Spike Wazowski,Selective Supremacy,7:00 pm,Plant the Spike vs. Spike Wazowski (Duty: Selective Supremacy),20250614T180000,20250614T190000,https://calendar.google.com/calendar/u/0/r/eventedit?location=9+Grand+Ave+Camellia+NSW+2142+Australia&text=Plant the Spike vs. Spike Wazowski (Duty: Selective Supremacy)&dates=20250614T180000/20250614T190000
